Source,Target,EdgeScore,TotalQuotes
radcliffe_udolpho_28_g,radcliffe_udolpho_31_g,294.0,10
radcliffe_udolpho_28_g,radcliffe_udolpho_8_g,281.0,9
radcliffe_udolpho_28_g,radcliffe_udolpho_45_g,260.0,9
radcliffe_udolpho_28_g,radcliffe_udolpho_20_g,175.0,6
radcliffe_udolpho_28_g,radcliffe_udolpho_19_g,308.0,10
radcliffe_udolpho_28_g,radcliffe_udolpho_42_g,217.0,6
radcliffe_udolpho_28_g,radcliffe_udolpho_32_g,117.0,4
radcliffe_udolpho_28_g,radcliffe_udolpho_30_g,145.0,5
radcliffe_udolpho_28_g,radcliffe_udolpho_38_g,190.0,5
radcliffe_udolpho_28_g,radcliffe_udolpho_24_g,129.0,4
radcliffe_udolpho_28_g,radcliffe_udolpho_23_g,202.0,7
radcliffe_udolpho_28_g,radcliffe_udolpho_55_g,145.0,5
radcliffe_udolpho_28_g,radcliffe_udolpho_26_g,204.0,7
radcliffe_udolpho_28_g,radcliffe_udolpho_6_g,143.0,5
radcliffe_udolpho_28_g,radcliffe_udolpho_16_g,177.0,6
radcliffe_udolpho_28_g,radcliffe_udolpho_25_g,198.0,7
radcliffe_udolpho_28_g,radcliffe_udolpho_33_g,440.0,15
radcliffe_udolpho_28_g,radcliffe_udolpho_34_g,143.0,5
radcliffe_udolpho_28_g,radcliffe_udolpho_50_g,187.0,6
radcliffe_udolpho_28_g,radcliffe_udolpho_18_g,126.0,4
radcliffe_udolpho_28_g,radcliffe_udolpho_13_g,246.0,8
radcliffe_udolpho_28_g,radcliffe_udolpho_48_g,180.0,6
radcliffe_udolpho_28_g,radcliffe_udolpho_22_g,271.0,9
radcliffe_udolpho_28_g,radcliffe_udolpho_10_g,151.0,5
radcliffe_udolpho_28_g,radcliffe_udolpho_12_g,113.0,4
radcliffe_udolpho_28_g,radcliffe_udolpho_27_g,275.0,9
doyle_baskervilles_14_u,doyle_baskervilles_9_u,113.0,4
radcliffe_udolpho_37_g,radcliffe_udolpho_8_g,252.0,8
radcliffe_udolpho_37_g,radcliffe_udolpho_45_g,123.0,4
radcliffe_udolpho_37_g,radcliffe_udolpho_19_g,167.0,6
radcliffe_udolpho_37_g,radcliffe_udolpho_38_g,157.0,5
radcliffe_udolpho_37_g,radcliffe_udolpho_55_g,162.0,5
radcliffe_udolpho_37_g,radcliffe_udolpho_46_g,102.0,3
radcliffe_udolpho_37_g,radcliffe_udolpho_6_g,109.0,3
radcliffe_udolpho_37_g,radcliffe_udolpho_16_g,232.0,8
radcliffe_udolpho_37_g,radcliffe_udolpho_33_g,148.0,5
radcliffe_udolpho_37_g,radcliffe_udolpho_48_g,139.0,5
radcliffe_udolpho_37_g,radcliffe_udolpho_10_g,123.0,4
radcliffe_udolpho_37_g,radcliffe_udolpho_12_g,176.0,6
radcliffe_udolpho_37_g,radcliffe_udolpho_27_g,110.0,4
radcliffe_udolpho_37_g,radcliffe_udolpho_54_g,174.0,6
stoker_dracula_15_g,stoker_dracula_17_g,197.0,6
stoker_dracula_15_g,stoker_dracula_13_g,115.0,3
stoker_dracula_15_g,stoker_dracula_26_g,110.0,4
stoker_dracula_15_g,stoker_dracula_10_g,164.0,5
stoker_dracula_15_g,stoker_dracula_12_g,100.0,3
stoker_dracula_15_g,stoker_dracula_16_g,246.0,8
poe_ruemorgue_1_d,collins_moonstone_88_d,170.0,6
poe_ruemorgue_1_d,doyle_adventures_11_d,147.0,5
poe_ruemorgue_1_d,radcliffe_udolpho_19_g,122.0,4
poe_ruemorgue_1_d,collins_hauntedhotel_4_u,117.0,4
poe_ruemorgue_1_d,christie_secretadversary_18_d,111.0,4
poe_ruemorgue_1_d,collins_moonstone_89_d,170.0,6
poe_ruemorgue_1_d,poe_usher_1_g,203.0,7
poe_ruemorgue_1_d,poe_marieroget_1_d,1227.0,37
poe_ruemorgue_1_d,lewis_monk_4_g,158.0,5
poe_ruemorgue_1_d,shelley_frankenstein_40_g,146.0,5
poe_ruemorgue_1_d,lewis_monk_10_g,122.0,4
poe_ruemorgue_1_d,doyle_adventures_2_d,117.0,4
poe_ruemorgue_1_d,lewis_monk_8_g,117.0,4
poe_ruemorgue_1_d,lewis_monk_1_g,141.0,5
doyle_adventures_7_d,doyle_adventures_1_d,148.0,5
doyle_adventures_7_d,doyle_adventures_11_d,145.0,5
doyle_adventures_7_d,doyle_adventures_8_d,221.0,7
doyle_adventures_7_d,doyle_scarlet_6_d,113.0,4
doyle_adventures_7_d,doyle_adventures_10_d,251.0,8
doyle_adventures_7_d,doyle_adventures_3_d,202.0,6
doyle_adventures_7_d,doyle_signoffour_6_d,150.0,5
doyle_adventures_7_d,doyle_adventures_12_d,139.0,5
doyle_adventures_7_d,doyle_adventures_4_d,183.0,6
doyle_adventures_7_d,doyle_adventures_2_d,149.0,5
collins_moonstone_83_d,collins_moonstone_82_d,102.0,3
collins_moonstone_83_d,collins_moonstone_88_d,130.0,4
collins_moonstone_83_d,collins_moonstone_86_d,124.0,4
collins_moonstone_83_d,collins_moonstone_59_d,118.0,3
collins_moonstone_83_d,doyle_adventures_10_d,137.0,5
collins_moonstone_83_d,collins_moonstone_81_d,209.0,7
collins_moonstone_83_d,poe_marieroget_1_d,108.0,4
collins_moonstone_83_d,collins_moonstone_85_d,199.0,7
collins_moonstone_83_d,collins_moonstone_61_d,179.0,5
collins_moonstone_83_d,collins_moonstone_84_d,161.0,5
collins_moonstone_83_d,collins_moonstone_65_d,105.0,3
radcliffe_udolpho_31_g,reeve_oldenglishbaron,243.0,9
radcliffe_udolpho_31_g,radcliffe_udolpho_43_g,101.0,3
radcliffe_udolpho_31_g,radcliffe_udolpho_20_g,404.0,13
radcliffe_udolpho_31_g,radcliffe_udolpho_19_g,527.0,18
radcliffe_udolpho_31_g,radcliffe_udolpho_32_g,151.0,5
radcliffe_udolpho_31_g,radcliffe_udolpho_30_g,428.0,14
radcliffe_udolpho_31_g,radcliffe_udolpho_44_g,126.0,4
radcliffe_udolpho_31_g,radcliffe_udolpho_38_g,183.0,6
radcliffe_udolpho_31_g,radcliffe_udolpho_5_g,128.0,4
radcliffe_udolpho_31_g,radcliffe_udolpho_24_g,349.0,11
radcliffe_udolpho_31_g,radcliffe_udolpho_23_g,236.0,8
radcliffe_udolpho_31_g,poe_marieroget_1_d,110.0,4
radcliffe_udolpho_31_g,radcliffe_udolpho_29_g,160.0,5
radcliffe_udolpho_31_g,radcliffe_udolpho_26_g,205.0,7
radcliffe_udolpho_31_g,radcliffe_udolpho_1_g,117.0,4
radcliffe_udolpho_31_g,radcliffe_udolpho_6_g,302.0,10
radcliffe_udolpho_31_g,radcliffe_udolpho_16_g,191.0,6
radcliffe_udolpho_31_g,radcliffe_udolpho_25_g,436.0,15
radcliffe_udolpho_31_g,radcliffe_udolpho_33_g,777.0,26
radcliffe_udolpho_31_g,radcliffe_udolpho_34_g,279.0,9
radcliffe_udolpho_31_g,radcliffe_udolpho_50_g,175.0,6
radcliffe_udolpho_31_g,radcliffe_udolpho_18_g,582.0,20
radcliffe_udolpho_31_g,radcliffe_udolpho_13_g,128.0,4
radcliffe_udolpho_31_g,radcliffe_udolpho_48_g,287.0,9
radcliffe_udolpho_31_g,radcliffe_udolpho_22_g,470.0,16
radcliffe_udolpho_31_g,radcliffe_udolpho_4_g,164.0,5
radcliffe_udolpho_31_g,radcliffe_udolpho_12_g,190.0,6
radcliffe_udolpho_31_g,radcliffe_udolpho_35_g,232.0,8
austen_northangerabbey_24_g,radcliffe_udolpho_30_g,112.0,4
collins_hauntedhotel_8_u,collins_moonstone_89_d,113.0,4
radcliffe_udolpho_8_g,radcliffe_udolpho_45_g,112.0,3
radcliffe_udolpho_8_g,radcliffe_udolpho_53_g,133.0,4
radcliffe_udolpho_8_g,radcliffe_udolpho_20_g,276.0,9
radcliffe_udolpho_8_g,radcliffe_udolpho_19_g,510.0,16
radcliffe_udolpho_8_g,radcliffe_udolpho_42_g,232.0,8
radcliffe_udolpho_8_g,radcliffe_udolpho_30_g,227.0,7
radcliffe_udolpho_8_g,radcliffe_udolpho_56_g,138.0,4
radcliffe_udolpho_8_g,radcliffe_udolpho_38_g,338.0,11
radcliffe_udolpho_8_g,radcliffe_udolpho_51_g,277.0,9
radcliffe_udolpho_8_g,radcliffe_udolpho_9_g,122.0,4
radcliffe_udolpho_8_g,radcliffe_udolpho_24_g,375.0,12
radcliffe_udolpho_8_g,radcliffe_udolpho_7_g,247.0,7
radcliffe_udolpho_8_g,radcliffe_udolpho_23_g,339.0,11
radcliffe_udolpho_8_g,radcliffe_udolpho_1_g,181.0,6
radcliffe_udolpho_8_g,radcliffe_udolpho_6_g,426.0,13
radcliffe_udolpho_8_g,radcliffe_udolpho_16_g,281.0,9
radcliffe_udolpho_8_g,radcliffe_udolpho_25_g,110.0,3
radcliffe_udolpho_8_g,radcliffe_udolpho_33_g,437.0,15
radcliffe_udolpho_8_g,radcliffe_udolpho_2_g,140.0,4
radcliffe_udolpho_8_g,radcliffe_udolpho_15_g,126.0,4
radcliffe_udolpho_8_g,radcliffe_udolpho_36_g,145.0,5
radcliffe_udolpho_8_g,radcliffe_udolpho_34_g,257.0,9
radcliffe_udolpho_8_g,radcliffe_udolpho_18_g,363.0,12
radcliffe_udolpho_8_g,radcliffe_udolpho_13_g,272.0,9
radcliffe_udolpho_8_g,radcliffe_udolpho_48_g,411.0,14
radcliffe_udolpho_8_g,radcliffe_udolpho_22_g,262.0,9
radcliffe_udolpho_8_g,lewis_monk_10_g,117.0,4
radcliffe_udolpho_8_g,radcliffe_udolpho_10_g,271.0,9
radcliffe_udolpho_8_g,radcliffe_udolpho_12_g,239.0,8
radcliffe_udolpho_8_g,radcliffe_udolpho_14_g,279.0,9
radcliffe_udolpho_8_g,radcliffe_udolpho_49_g,163.0,5
radcliffe_udolpho_8_g,radcliffe_udolpho_54_g,178.0,5
shelley_frankenstein_35_g,shelley_frankenstein_34_g,125.0,4
radcliffe_udolpho_45_g,radcliffe_udolpho_20_g,155.0,5
radcliffe_udolpho_45_g,radcliffe_udolpho_19_g,111.0,4
radcliffe_udolpho_45_g,radcliffe_udolpho_42_g,162.0,5
radcliffe_udolpho_45_g,radcliffe_udolpho_44_g,266.0,9
radcliffe_udolpho_45_g,radcliffe_udolpho_56_g,154.0,5
radcliffe_udolpho_45_g,radcliffe_udolpho_38_g,325.0,11
radcliffe_udolpho_45_g,radcliffe_udolpho_51_g,148.0,5
radcliffe_udolpho_45_g,radcliffe_udolpho_29_g,169.0,6
radcliffe_udolpho_45_g,radcliffe_udolpho_55_g,420.0,14
radcliffe_udolpho_45_g,radcliffe_udolpho_46_g,110.0,3
radcliffe_udolpho_45_g,radcliffe_udolpho_6_g,204.0,7
radcliffe_udolpho_45_g,radcliffe_udolpho_16_g,116.0,4
radcliffe_udolpho_45_g,radcliffe_udolpho_25_g,115.0,4
radcliffe_udolpho_45_g,radcliffe_udolpho_33_g,227.0,8
radcliffe_udolpho_45_g,radcliffe_udolpho_36_g,114.0,4
radcliffe_udolpho_45_g,radcliffe_udolpho_50_g,113.0,4
radcliffe_udolpho_45_g,radcliffe_udolpho_13_g,149.0,5
radcliffe_udolpho_45_g,radcliffe_udolpho_48_g,173.0,5
radcliffe_udolpho_45_g,radcliffe_udolpho_10_g,113.0,4
radcliffe_udolpho_45_g,radcliffe_udolpho_27_g,125.0,4
radcliffe_udolpho_45_g,radcliffe_udolpho_47_g,242.0,8
radcliffe_udolpho_45_g,radcliffe_udolpho_54_g,213.0,7
radcliffe_udolpho_45_g,radcliffe_udolpho_35_g,139.0,5
stoker_dracula_8_g,stoker_dracula_6_g,116.0,4
christie_secretadversary_8_d,christie_styles_3_d,103.0,3
radcliffe_udolpho_53_g,radcliffe_udolpho_1_g,113.0,4
radcliffe_udolpho_53_g,radcliffe_udolpho_36_g,115.0,4
collins_moonstone_82_d,collins_moonstone_88_d,114.0,4
collins_moonstone_82_d,collins_moonstone_59_d,117.0,4
collins_moonstone_82_d,collins_moonstone_55_d,330.0,7
collins_moonstone_82_d,collins_moonstone_89_d,113.0,4
collins_moonstone_82_d,collins_moonstone_70_d,111.0,3
collins_moonstone_82_d,collins_moonstone_56_d,292.0,9
collins_moonstone_82_d,collins_moonstone_84_d,277.0,9
collins_moonstone_82_d,collins_moonstone_53_d,118.0,4
collins_moonstone_82_d,collins_moonstone_66_d,115.0,4
collins_moonstone_88_d,doyle_adventures_8_d,126.0,4
collins_moonstone_88_d,collins_moonstone_86_d,270.0,9
collins_moonstone_88_d,collins_moonstone_87_d,233.0,8
collins_moonstone_88_d,reeve_oldenglishbaron,196.0,7
collins_moonstone_88_d,collins_moonstone_45_d,111.0,4
collins_moonstone_88_d,collins_moonstone_78_d,330.0,11
collins_moonstone_88_d,radcliffe_udolpho_19_g,109.0,4
collins_moonstone_88_d,collins_moonstone_59_d,276.0,10
collins_moonstone_88_d,collins_moonstone_54_d,238.0,7
collins_moonstone_88_d,collins_moonstone_63_d,119.0,4
collins_moonstone_88_d,collins_moonstone_57_d,333.0,11
collins_moonstone_88_d,collins_moonstone_75_d,187.0,6
collins_moonstone_88_d,collins_moonstone_46_d,100.0,3
collins_moonstone_88_d,lewis_monk_3_g,143.0,5
collins_moonstone_88_d,collins_moonstone_69_d,149.0,5
collins_moonstone_88_d,collins_moonstone_89_d,1471.0,47
collins_moonstone_88_d,collins_moonstone_79_d,112.0,4
collins_moonstone_88_d,poe_marieroget_1_d,293.0,10
collins_moonstone_88_d,lewis_monk_9_g,116.0,4
collins_moonstone_88_d,collins_moonstone_77_d,140.0,4
collins_moonstone_88_d,collins_moonstone_70_d,166.0,6
collins_moonstone_88_d,collins_hauntedhotel_26_u,140.0,5
collins_moonstone_88_d,collins_moonstone_85_d,493.0,13
collins_moonstone_88_d,radcliffe_udolpho_16_g,171.0,6
collins_moonstone_88_d,doyle_baskervilles_12_u,114.0,4
collins_moonstone_88_d,collins_moonstone_56_d,418.0,14
collins_moonstone_88_d,collins_moonstone_80_d,122.0,4
collins_moonstone_88_d,doyle_baskervilles_9_u,197.0,7
collins_moonstone_88_d,collins_moonstone_67_d,213.0,7
collins_moonstone_88_d,lewis_monk_4_g,171.0,6
collins_moonstone_88_d,collins_moonstone_74_d,232.0,8
collins_moonstone_88_d,collins_moonstone_73_d,178.0,6
collins_moonstone_88_d,christie_secretadversary_11_d,133.0,4
collins_moonstone_88_d,collins_moonstone_84_d,151.0,5
collins_moonstone_88_d,lewis_monk_7_g,141.0,5
collins_moonstone_88_d,doyle_adventures_9_d,112.0,4
collins_moonstone_88_d,stoker_dracula_9_g,115.0,4
collins_moonstone_88_d,collins_moonstone_60_d,163.0,5
collins_moonstone_88_d,collins_moonstone_76_d,201.0,6
collins_moonstone_88_d,collins_moonstone_65_d,217.0,7
doyle_adventures_1_d,doyle_adventures_11_d,117.0,4
doyle_adventures_1_d,doyle_adventures_8_d,119.0,4
doyle_adventures_1_d,reeve_oldenglishbaron,217.0,7
doyle_adventures_1_d,doyle_adventures_6_d,277.0,9
doyle_adventures_1_d,doyle_adventures_3_d,325.0,10
doyle_adventures_1_d,doyle_scarlet_3_d,192.0,6
doyle_adventures_1_d,doyle_scarlet_11_d,116.0,4
doyle_adventures_1_d,doyle_adventures_12_d,118.0,4
doyle_adventures_1_d,doyle_adventures_4_d,148.0,5
doyle_adventures_1_d,doyle_adventures_5_d,134.0,4
doyle_adventures_1_d,doyle_adventures_2_d,119.0,4
doyle_adventures_11_d,doyle_adventures_8_d,122.0,4
doyle_adventures_11_d,doyle_adventures_10_d,173.0,6
doyle_adventures_11_d,doyle_adventures_6_d,151.0,5
doyle_adventures_11_d,doyle_adventures_3_d,118.0,4
doyle_adventures_11_d,doyle_adventures_12_d,107.0,3
doyle_adventures_11_d,doyle_baskervilles_7_u,130.0,4
doyle_adventures_11_d,doyle_adventures_5_d,125.0,4
doyle_signoffour_2_d,doyle_adventures_5_d,119.0,4
doyle_signoffour_2_d,doyle_adventures_2_d,113.0,4
radcliffe_udolpho_43_g,radcliffe_udolpho_19_g,230.0,8
radcliffe_udolpho_43_g,radcliffe_udolpho_42_g,139.0,5
radcliffe_udolpho_43_g,radcliffe_udolpho_36_g,238.0,8
radcliffe_udolpho_43_g,radcliffe_udolpho_34_g,238.0,8
radcliffe_udolpho_43_g,radcliffe_udolpho_50_g,108.0,4
radcliffe_udolpho_43_g,radcliffe_udolpho_18_g,203.0,7
radcliffe_udolpho_43_g,radcliffe_udolpho_22_g,123.0,4
radcliffe_udolpho_43_g,radcliffe_udolpho_54_g,113.0,4
austen_northangerabbey_11_g,reeve_oldenglishbaron,203.0,7
austen_northangerabbey_25_g,reeve_oldenglishbaron,210.0,7
austen_northangerabbey_25_g,radcliffe_udolpho_19_g,114.0,4
stoker_dracula_17_g,stoker_dracula_27_g,227.0,8
stoker_dracula_17_g,stoker_dracula_22_g,145.0,5
stoker_dracula_17_g,stoker_dracula_13_g,336.0,9
stoker_dracula_17_g,stoker_dracula_19_g,114.0,4
stoker_dracula_17_g,stoker_dracula_14_g,284.0,8
stoker_dracula_17_g,stoker_dracula_26_g,390.0,13
stoker_dracula_17_g,stoker_dracula_18_g,192.0,5
stoker_dracula_17_g,stoker_dracula_11_g,271.0,7
stoker_dracula_17_g,stoker_dracula_10_g,116.0,3
stoker_dracula_17_g,stoker_dracula_12_g,172.0,5
stoker_dracula_17_g,stoker_dracula_24_g,209.0,7
stoker_dracula_17_g,stoker_dracula_9_g,159.0,5
doyle_adventures_8_d,doyle_adventures_10_d,143.0,5
doyle_adventures_8_d,doyle_adventures_6_d,243.0,8
doyle_adventures_8_d,doyle_adventures_3_d,243.0,7
doyle_adventures_8_d,doyle_signoffour_4_d,176.0,6
doyle_adventures_8_d,doyle_adventures_4_d,231.0,8
doyle_adventures_8_d,doyle_scarlet_5_d,158.0,5
doyle_adventures_8_d,christie_styles_5_d,111.0,4
doyle_adventures_8_d,doyle_adventures_5_d,183.0,6
doyle_adventures_8_d,doyle_adventures_2_d,245.0,8
doyle_adventures_8_d,doyle_signoffour_5_d,141.0,5
doyle_adventures_8_d,doyle_adventures_9_d,168.0,6
christie_secretadversary_20_d,christie_secretadversary_14_d,112.0,4
collins_moonstone_86_d,collins_moonstone_87_d,147.0,5
collins_moonstone_86_d,collins_moonstone_78_d,119.0,4
collins_moonstone_86_d,collins_moonstone_75_d,163.0,5
collins_moonstone_86_d,collins_moonstone_68_d,168.0,4
collins_moonstone_86_d,collins_moonstone_89_d,479.0,16
collins_moonstone_86_d,collins_moonstone_70_d,136.0,4
collins_moonstone_86_d,collins_moonstone_56_d,117.0,4
collins_moonstone_86_d,collins_moonstone_61_d,154.0,5
collins_moonstone_86_d,collins_moonstone_74_d,164.0,5
collins_moonstone_86_d,collins_moonstone_84_d,191.0,5
collins_moonstone_86_d,collins_moonstone_66_d,103.0,3
stoker_dracula_27_g,stoker_dracula_13_g,194.0,5
stoker_dracula_27_g,stoker_dracula_26_g,522.0,17
stoker_dracula_27_g,stoker_dracula_24_g,282.0,9
dickens_christmascarole_5_g,dickens_christmascarole_4_g,136.0,3
dickens_christmascarole_5_g,dickens_christmascarole_3_g,325.0,10
collins_moonstone_87_d,collins_moonstone_89_d,144.0,5
collins_moonstone_87_d,collins_moonstone_85_d,114.0,4
collins_moonstone_45_d,collins_moonstone_89_d,165.0,5
collins_hauntedhotel_28_u,collins_hauntedhotel_26_u,137.0,4
collins_moonstone_51_d,reeve_oldenglishbaron,162.0,6
collins_moonstone_51_d,collins_moonstone_47_d,116.0,4
radcliffe_udolpho_20_g,radcliffe_udolpho_19_g,751.0,25
radcliffe_udolpho_20_g,radcliffe_udolpho_32_g,124.0,4
radcliffe_udolpho_20_g,radcliffe_udolpho_30_g,207.0,7
radcliffe_udolpho_20_g,reeve_oldenglishbaron,336.0,12
radcliffe_udolpho_20_g,radcliffe_udolpho_38_g,174.0,6
radcliffe_udolpho_20_g,radcliffe_udolpho_17_g,175.0,6
radcliffe_udolpho_20_g,radcliffe_udolpho_9_g,124.0,4
radcliffe_udolpho_20_g,radcliffe_udolpho_24_g,151.0,5
radcliffe_udolpho_20_g,radcliffe_udolpho_23_g,266.0,9
radcliffe_udolpho_20_g,radcliffe_udolpho_29_g,213.0,7
radcliffe_udolpho_20_g,radcliffe_udolpho_55_g,116.0,4
radcliffe_udolpho_20_g,lewis_monk_2_g,117.0,4
radcliffe_udolpho_20_g,radcliffe_udolpho_26_g,186.0,6
radcliffe_udolpho_20_g,radcliffe_udolpho_1_g,144.0,5
radcliffe_udolpho_20_g,radcliffe_udolpho_16_g,309.0,11
radcliffe_udolpho_20_g,radcliffe_udolpho_25_g,429.0,15
radcliffe_udolpho_20_g,radcliffe_udolpho_33_g,435.0,14
radcliffe_udolpho_20_g,lewis_monk_4_g,111.0,4
radcliffe_udolpho_20_g,radcliffe_udolpho_18_g,618.0,20
radcliffe_udolpho_20_g,radcliffe_udolpho_13_g,372.0,13
radcliffe_udolpho_20_g,radcliffe_udolpho_48_g,200.0,7
radcliffe_udolpho_20_g,radcliffe_udolpho_22_g,522.0,18
radcliffe_udolpho_20_g,radcliffe_udolpho_4_g,244.0,7
radcliffe_udolpho_20_g,radcliffe_udolpho_10_g,119.0,4
radcliffe_udolpho_20_g,radcliffe_udolpho_12_g,179.0,6
radcliffe_udolpho_20_g,lewis_monk_1_g,115.0,4
radcliffe_udolpho_20_g,radcliffe_udolpho_27_g,174.0,6
radcliffe_udolpho_20_g,radcliffe_udolpho_54_g,204.0,7
stoker_dracula_4_g,stoker_dracula_19_g,143.0,5
stoker_dracula_4_g,stoker_dracula_2_g,127.0,4
stoker_dracula_4_g,stoker_dracula_1_g,169.0,6
christie_secretadversary_13_d,christie_secretadversary_12_d,151.0,5
christie_secretadversary_13_d,christie_secretadversary_18_d,113.0,4
christie_secretadversary_13_d,christie_secretadversary_25_d,110.0,4
christie_secretadversary_13_d,christie_secretadversary_14_d,155.0,5
christie_secretadversary_13_d,christie_secretadversary_11_d,157.0,5
christie_secretadversary_13_d,christie_secretadversary_19_d,113.0,4
collins_moonstone_78_d,collins_moonstone_69_d,118.0,4
collins_moonstone_78_d,collins_moonstone_89_d,578.0,20
collins_moonstone_78_d,collins_moonstone_77_d,145.0,5
collins_moonstone_78_d,collins_moonstone_70_d,203.0,7
collins_moonstone_78_d,collins_moonstone_67_d,220.0,7
collins_moonstone_78_d,collins_moonstone_50_d,132.0,4
collins_moonstone_78_d,collins_moonstone_76_d,171.0,6
collins_moonstone_78_d,collins_moonstone_65_d,168.0,6
stoker_dracula_22_g,stoker_dracula_13_g,148.0,5
stoker_dracula_22_g,stoker_dracula_19_g,153.0,5
stoker_dracula_22_g,stoker_dracula_23_g,129.0,4
stoker_dracula_22_g,stoker_dracula_20_g,155.0,5
radcliffe_udolpho_19_g,radcliffe_udolpho_42_g,188.0,6
radcliffe_udolpho_19_g,radcliffe_udolpho_32_g,198.0,7
radcliffe_udolpho_19_g,radcliffe_udolpho_30_g,372.0,12
radcliffe_udolpho_19_g,lewis_monk_11_g,116.0,4
radcliffe_udolpho_19_g,radcliffe_udolpho_44_g,255.0,9
radcliffe_udolpho_19_g,radcliffe_udolpho_38_g,478.0,16
radcliffe_udolpho_19_g,radcliffe_udolpho_51_g,187.0,6
radcliffe_udolpho_19_g,radcliffe_udolpho_5_g,138.0,5
radcliffe_udolpho_19_g,radcliffe_udolpho_17_g,143.0,5
radcliffe_udolpho_19_g,lewis_monk_3_g,117.0,4
radcliffe_udolpho_19_g,radcliffe_udolpho_24_g,285.0,9
radcliffe_udolpho_19_g,radcliffe_udolpho_23_g,759.0,26
radcliffe_udolpho_19_g,radcliffe_udolpho_29_g,175.0,6
radcliffe_udolpho_19_g,radcliffe_udolpho_55_g,314.0,10
