Source,Target,EdgeScore,TotalQuotes
radcliffe_udolpho_39_g,radcliffe_udolpho_13_g,124.0,4
radcliffe_udolpho_39_g,radcliffe_udolpho_48_g,148.0,5
radcliffe_udolpho_39_g,radcliffe_udolpho_12_g,111.0,4
shelley_frankenstein_34_g,poe_marieroget_1_d,143.0,5
christie_secretadversary_25_d,christie_secretadversary_26_d,116.0,3
christie_secretadversary_25_d,christie_secretadversary_19_d,142.0,5
shelley_frankenstein_52_g,shelley_frankenstein_54_g,134.0,3
shelley_frankenstein_52_g,shelley_frankenstein_49_g,101.0,3
austen_northangerabbey_15_g,reeve_oldenglishbaron,140.0,5
radcliffe_udolpho_23_g,poe_marieroget_1_d,114.0,4
radcliffe_udolpho_23_g,radcliffe_udolpho_26_g,402.0,14
radcliffe_udolpho_23_g,radcliffe_udolpho_6_g,123.0,4
radcliffe_udolpho_23_g,lewis_monk_9_g,126.0,4
radcliffe_udolpho_23_g,radcliffe_udolpho_16_g,299.0,10
radcliffe_udolpho_23_g,radcliffe_udolpho_25_g,361.0,12
radcliffe_udolpho_23_g,radcliffe_udolpho_33_g,357.0,12
radcliffe_udolpho_23_g,radcliffe_udolpho_36_g,124.0,4
radcliffe_udolpho_23_g,radcliffe_udolpho_34_g,232.0,8
radcliffe_udolpho_23_g,radcliffe_udolpho_18_g,493.0,15
radcliffe_udolpho_23_g,radcliffe_udolpho_13_g,286.0,10
radcliffe_udolpho_23_g,radcliffe_udolpho_48_g,378.0,13
radcliffe_udolpho_23_g,radcliffe_udolpho_22_g,409.0,13
radcliffe_udolpho_23_g,radcliffe_udolpho_12_g,320.0,11
radcliffe_udolpho_23_g,radcliffe_udolpho_27_g,144.0,5
radcliffe_udolpho_23_g,radcliffe_udolpho_14_g,109.0,4
radcliffe_udolpho_23_g,radcliffe_udolpho_35_g,115.0,4
collins_moonstone_79_d,collins_moonstone_67_d,512.4000000000001,6
collins_moonstone_79_d,collins_moonstone_76_d,148.0,5
poe_marieroget_1_d,reeve_oldenglishbaron,310.0,10
poe_marieroget_1_d,doyle_scarlet_3_d,140.0,5
poe_marieroget_1_d,radcliffe_udolpho_1_g,119.0,4
poe_marieroget_1_d,austen_northangerabbey_28_g,145.0,5
poe_marieroget_1_d,doyle_adventures_5_d,176.0,6
poe_marieroget_1_d,shelley_frankenstein_40_g,184.0,6
poe_marieroget_1_d,lewis_monk_7_g,102.0,3
radcliffe_udolpho_29_g,radcliffe_udolpho_26_g,177.0,6
radcliffe_udolpho_29_g,radcliffe_udolpho_16_g,182.0,6
radcliffe_udolpho_29_g,radcliffe_udolpho_25_g,138.0,4
radcliffe_udolpho_29_g,radcliffe_udolpho_33_g,296.0,10
radcliffe_udolpho_29_g,radcliffe_udolpho_18_g,142.0,5
radcliffe_udolpho_29_g,radcliffe_udolpho_27_g,297.0,9
doyle_signoffour_6_d,doyle_adventures_2_d,182.0,6
doyle_signoffour_6_d,doyle_adventures_9_d,118.0,4
collins_hauntedhotel_20_u,reeve_oldenglishbaron,112.0,4
collins_hauntedhotel_20_u,collins_hauntedhotel_11_u,154.0,4
shelley_frankenstein_55_g,reeve_oldenglishbaron,108.0,4
shelley_frankenstein_55_g,shelley_frankenstein_53_g,148.0,5
doyle_scarlet_3_d,doyle_scarlet_2_d,115.0,4
radcliffe_udolpho_55_g,radcliffe_udolpho_6_g,115.0,4
radcliffe_udolpho_55_g,radcliffe_udolpho_2_g,114.0,4
radcliffe_udolpho_55_g,radcliffe_udolpho_57_g,110.0,3
radcliffe_udolpho_55_g,radcliffe_udolpho_10_g,182.0,6
radcliffe_udolpho_55_g,radcliffe_udolpho_41_g,137.0,5
radcliffe_udolpho_55_g,radcliffe_udolpho_47_g,308.0,10
radcliffe_udolpho_55_g,radcliffe_udolpho_54_g,639.0,21
collins_moonstone_47_d,collins_moonstone_49_d,339.0,5
lewis_monk_2_g,lewis_monk_9_g,439.0,14
lewis_monk_2_g,reeve_oldenglishbaron,108.0,4
lewis_monk_2_g,radcliffe_udolpho_16_g,140.0,5
lewis_monk_2_g,radcliffe_udolpho_25_g,116.0,4
lewis_monk_2_g,lewis_monk_4_g,780.0,26
lewis_monk_2_g,lewis_monk_10_g,425.0,14
lewis_monk_2_g,lewis_monk_7_g,284.0,9
lewis_monk_2_g,lewis_monk_8_g,175.0,6
lewis_monk_2_g,lewis_monk_5_g,293.0,10
lewis_monk_2_g,lewis_monk_6_g,355.0,12
lewis_monk_2_g,lewis_monk_1_g,392.0,14
christie_styles_9_d,christie_styles_10_d,197.0,6
christie_styles_9_d,christie_styles_13_d,118.0,4
christie_styles_9_d,christie_styles_5_d,243.0,8
christie_styles_9_d,christie_styles_12_d,148.0,5
christie_styles_9_d,christie_styles_8_d,239.0,6
christie_styles_9_d,christie_styles_4_d,145.0,5
radcliffe_udolpho_46_g,radcliffe_udolpho_16_g,120.0,4
radcliffe_udolpho_46_g,radcliffe_udolpho_54_g,118.0,4
doyle_baskervilles_3_u,doyle_baskervilles_11_u,112.0,4
doyle_baskervilles_3_u,doyle_baskervilles_7_u,110.0,4
doyle_baskervilles_3_u,doyle_baskervilles_15_u,122.0,4
stoker_dracula_23_g,stoker_dracula_18_g,115.0,4
stoker_dracula_23_g,stoker_dracula_12_g,151.0,5
stoker_dracula_23_g,stoker_dracula_24_g,263.0,8
stoker_dracula_23_g,stoker_dracula_21_g,156.0,5
stoker_dracula_25_g,stoker_dracula_18_g,160.0,5
stoker_dracula_25_g,stoker_dracula_10_g,109.0,4
stoker_dracula_25_g,stoker_dracula_20_g,109.0,3
stoker_dracula_25_g,stoker_dracula_24_g,430.0,13
stoker_dracula_25_g,stoker_dracula_3_g,326.10333333333335,1
stoker_dracula_25_g,stoker_dracula_9_g,110.0,4
stoker_dracula_25_g,stoker_dracula_16_g,103.0,3
walpole_castleofotranto_3_g,walpole_castleofotranto_4_g,234.0,8
walpole_castleofotranto_3_g,walpole_castleofotranto_1_g,367.0,12
walpole_castleofotranto_3_g,walpole_castleofotranto_5_g,142.0,5
walpole_castleofotranto_3_g,lewis_monk_6_g,110.0,4
doyle_scarlet_11_d,doyle_scarlet_12_d,114.0,4
radcliffe_udolpho_26_g,radcliffe_udolpho_16_g,139.0,5
radcliffe_udolpho_26_g,radcliffe_udolpho_25_g,451.0,15
radcliffe_udolpho_26_g,radcliffe_udolpho_33_g,382.0,11
radcliffe_udolpho_26_g,radcliffe_udolpho_50_g,143.0,5
radcliffe_udolpho_26_g,radcliffe_udolpho_18_g,232.0,8
radcliffe_udolpho_26_g,radcliffe_udolpho_48_g,145.0,5
radcliffe_udolpho_26_g,radcliffe_udolpho_10_g,120.0,4
radcliffe_udolpho_1_g,radcliffe_udolpho_6_g,235.0,8
radcliffe_udolpho_1_g,radcliffe_udolpho_16_g,149.0,5
radcliffe_udolpho_1_g,radcliffe_udolpho_2_g,185.0,6
radcliffe_udolpho_1_g,radcliffe_udolpho_34_g,186.0,6
radcliffe_udolpho_1_g,radcliffe_udolpho_50_g,313.0,10
radcliffe_udolpho_1_g,radcliffe_udolpho_3_g,143.0,5
radcliffe_udolpho_1_g,radcliffe_udolpho_4_g,116.0,4
radcliffe_udolpho_1_g,radcliffe_udolpho_10_g,146.0,5
radcliffe_udolpho_1_g,radcliffe_udolpho_12_g,163.0,5
collins_moonstone_58_d,reeve_oldenglishbaron,116.0,4
collins_moonstone_58_d,collins_moonstone_56_d,112.0,4
collins_moonstone_58_d,collins_moonstone_61_d,120.0,4
collins_moonstone_58_d,collins_moonstone_62_d,112.0,3
collins_moonstone_58_d,collins_moonstone_66_d,220.0,8
collins_moonstone_58_d,collins_moonstone_60_d,362.0,12
collins_moonstone_58_d,collins_moonstone_65_d,155.0,5
radcliffe_udolpho_6_g,radcliffe_udolpho_16_g,139.0,5
radcliffe_udolpho_6_g,radcliffe_udolpho_25_g,150.0,5
radcliffe_udolpho_6_g,radcliffe_udolpho_33_g,212.0,7
radcliffe_udolpho_6_g,radcliffe_udolpho_15_g,159.0,5
radcliffe_udolpho_6_g,radcliffe_udolpho_34_g,175.0,6
radcliffe_udolpho_6_g,lewis_monk_4_g,113.0,4
radcliffe_udolpho_6_g,radcliffe_udolpho_50_g,141.0,5
radcliffe_udolpho_6_g,radcliffe_udolpho_18_g,155.0,5
radcliffe_udolpho_6_g,radcliffe_udolpho_3_g,170.0,6
radcliffe_udolpho_6_g,radcliffe_udolpho_48_g,145.0,5
radcliffe_udolpho_6_g,radcliffe_udolpho_4_g,343.0,11
radcliffe_udolpho_6_g,radcliffe_udolpho_10_g,184.0,6
radcliffe_udolpho_6_g,radcliffe_udolpho_12_g,116.0,4
radcliffe_udolpho_6_g,radcliffe_udolpho_27_g,100.0,3
radcliffe_udolpho_6_g,radcliffe_udolpho_54_g,164.0,5
radcliffe_udolpho_6_g,radcliffe_udolpho_35_g,364.0,12
christie_styles_10_d,christie_styles_11_d,231.0,7
christie_styles_10_d,christie_styles_5_d,159.0,5
christie_styles_10_d,christie_styles_12_d,155.0,5
christie_styles_10_d,christie_styles_8_d,207.0,7
christie_styles_10_d,christie_styles_4_d,175.0,6
lewis_monk_9_g,lewis_monk_4_g,748.0,25
lewis_monk_9_g,lewis_monk_10_g,449.0,15
lewis_monk_9_g,lewis_monk_7_g,306.0,10
lewis_monk_9_g,lewis_monk_8_g,554.0,18
lewis_monk_9_g,lewis_monk_5_g,320.0,11
lewis_monk_9_g,lewis_monk_6_g,421.0,13
lewis_monk_9_g,lewis_monk_1_g,425.0,15
christie_styles_13_d,doyle_scarlet_13_d,114.0,4
christie_styles_13_d,christie_styles_11_d,327.0,10
christie_styles_13_d,christie_styles_5_d,182.0,6
christie_styles_13_d,christie_styles_12_d,383.0,13
christie_styles_13_d,christie_styles_4_d,117.0,4
collins_moonstone_77_d,collins_moonstone_76_d,101.0,3
doyle_baskervilles_6_u,doyle_adventures_12_d,113.0,4
doyle_baskervilles_6_u,doyle_baskervilles_4_u,112.0,4
collins_moonstone_70_d,collins_moonstone_74_d,172.0,6
collins_moonstone_70_d,collins_moonstone_84_d,117.0,4
collins_moonstone_70_d,collins_moonstone_66_d,112.0,4
collins_moonstone_70_d,collins_moonstone_65_d,107.0,3
stoker_dracula_18_g,stoker_dracula_24_g,108.0,3
stoker_dracula_11_g,stoker_dracula_10_g,368.0,10
stoker_dracula_11_g,stoker_dracula_12_g,316.0,10
stoker_dracula_11_g,stoker_dracula_9_g,281.0,9
collins_moonstone_85_d,collins_moonstone_56_d,117.0,4
collins_moonstone_85_d,lewis_monk_4_g,128.0,4
doyle_adventures_12_d,doyle_adventures_4_d,170.0,6
doyle_adventures_12_d,doyle_baskervilles_9_u,124.0,4
doyle_adventures_12_d,doyle_baskervilles_8_u,109.0,4
doyle_adventures_12_d,doyle_adventures_2_d,116.0,4
doyle_adventures_12_d,doyle_adventures_9_d,277.0,9
doyle_adventures_12_d,doyle_baskervilles_4_u,116.0,4
doyle_adventures_12_d,doyle_baskervilles_2_u,141.0,5
doyle_signoffour_7_d,doyle_adventures_4_d,157.0,5
doyle_scarlet_13_d,doyle_adventures_4_d,120.0,4
doyle_scarlet_13_d,lewis_monk_4_g,117.0,4
radcliffe_udolpho_16_g,radcliffe_udolpho_33_g,336.0,11
radcliffe_udolpho_16_g,radcliffe_udolpho_36_g,161.0,5
radcliffe_udolpho_16_g,reeve_oldenglishbaron,168.0,6
radcliffe_udolpho_16_g,radcliffe_udolpho_34_g,261.0,9
radcliffe_udolpho_16_g,lewis_monk_4_g,143.0,5
radcliffe_udolpho_16_g,radcliffe_udolpho_50_g,281.0,9
radcliffe_udolpho_16_g,radcliffe_udolpho_18_g,128.0,4
radcliffe_udolpho_16_g,radcliffe_udolpho_13_g,414.0,14
radcliffe_udolpho_16_g,radcliffe_udolpho_48_g,120.0,4
radcliffe_udolpho_16_g,radcliffe_udolpho_4_g,138.0,5
radcliffe_udolpho_16_g,radcliffe_udolpho_10_g,324.0,11
radcliffe_udolpho_16_g,radcliffe_udolpho_12_g,405.0,13
radcliffe_udolpho_16_g,radcliffe_udolpho_54_g,250.0,9
radcliffe_udolpho_16_g,radcliffe_udolpho_35_g,183.0,6
radcliffe_udolpho_25_g,radcliffe_udolpho_33_g,601.0,20
radcliffe_udolpho_25_g,radcliffe_udolpho_34_g,201.0,7
radcliffe_udolpho_25_g,radcliffe_udolpho_18_g,145.0,5
radcliffe_udolpho_25_g,radcliffe_udolpho_48_g,117.0,4
radcliffe_udolpho_25_g,radcliffe_udolpho_22_g,149.0,5
radcliffe_udolpho_25_g,radcliffe_udolpho_12_g,122.0,4
radcliffe_udolpho_25_g,radcliffe_udolpho_27_g,165.0,5
radcliffe_udolpho_33_g,radcliffe_udolpho_2_g,141.0,5
radcliffe_udolpho_33_g,radcliffe_udolpho_15_g,119.0,4
radcliffe_udolpho_33_g,radcliffe_udolpho_34_g,534.0,18
radcliffe_udolpho_33_g,radcliffe_udolpho_50_g,172.0,6
radcliffe_udolpho_33_g,radcliffe_udolpho_18_g,682.0,23
radcliffe_udolpho_33_g,radcliffe_udolpho_13_g,237.0,8
radcliffe_udolpho_33_g,radcliffe_udolpho_48_g,337.0,11
radcliffe_udolpho_33_g,radcliffe_udolpho_22_g,425.0,15
radcliffe_udolpho_33_g,radcliffe_udolpho_4_g,171.0,6
radcliffe_udolpho_33_g,lewis_monk_10_g,124.0,4
radcliffe_udolpho_33_g,radcliffe_udolpho_10_g,152.0,5
radcliffe_udolpho_33_g,radcliffe_udolpho_12_g,298.0,10
radcliffe_udolpho_33_g,radcliffe_udolpho_27_g,206.0,7
radcliffe_udolpho_33_g,radcliffe_udolpho_14_g,172.0,6
radcliffe_udolpho_33_g,radcliffe_udolpho_49_g,100.0,3
radcliffe_udolpho_33_g,radcliffe_udolpho_35_g,155.0,5
doyle_baskervilles_12_u,doyle_baskervilles_9_u,149.0,4
dickens_christmascarole_4_g,dickens_christmascarole_2_g,119.0,4
dickens_christmascarole_4_g,dickens_christmascarole_3_g,136.0,5
doyle_baskervilles_10_u,doyle_baskervilles_11_u,154.0,3
radcliffe_udolpho_2_g,radcliffe_udolpho_3_g,101.0,3
radcliffe_udolpho_2_g,radcliffe_udolpho_35_g,142.0,5
reeve_oldenglishbaron_,walpole_castleofotranto_5_g,17150.711552587643,10
reeve_oldenglishbaron_,reeve_oldenglishbaron,176.0,6
christie_styles_6_d,christie_styles_11_d,152.0,5
christie_styles_6_d,christie_styles_5_d,246.0,8
christie_styles_6_d,christie_styles_12_d,199.0,6
christie_styles_6_d,christie_styles_4_d,301.0,9
stoker_dracula_10_g,stoker_dracula_12_g,239.0,7
stoker_dracula_10_g,stoker_dracula_9_g,214.0,5
radcliffe_udolpho_15_g,radcliffe_udolpho_36_g,258.0,8
radcliffe_udolpho_15_g,radcliffe_udolpho_14_g,124.0,4
radcliffe_udolpho_15_g,radcliffe_udolpho_54_g,142.0,5
collins_moonstone_56_d,collins_moonstone_62_d,231.0,8
collins_moonstone_56_d,collins_moonstone_60_d,430.0,15
collins_moonstone_56_d,collins_moonstone_65_d,244.0,9
doyle_baskervilles_11_u,doyle_baskervilles_2_u,163.0,6
doyle_baskervilles_11_u,doyle_baskervilles_15_u,113.0,4
stoker_dracula_20_g,stoker_dracula_24_g,165.0,5
collins_moonstone_61_d,collins_moonstone_53_d,105.0,3
collins_moonstone_61_d,collins_moonstone_60_d,142.0,5
collins_moonstone_80_d,collins_moonstone_67_d,118.0,4
collins_moonstone_80_d,collins_moonstone_66_d,121.0,4
collins_hauntedhotel_5_u,collins_hauntedhotel_15_u,119.0,4
doyle_adventures_4_d,doyle_adventures_2_d,166.0,6
doyle_adventures_4_d,doyle_adventures_9_d,167.0,6
radcliffe_udolpho_36_g,radcliffe_udolpho_34_g,211.0,7
radcliffe_udolpho_36_g,radcliffe_udolpho_50_g,210.0,7
radcliffe_udolpho_36_g,radcliffe_udolpho_13_g,115.0,4
radcliffe_udolpho_36_g,radcliffe_udolpho_22_g,113.0,4
radcliffe_udolpho_36_g,radcliffe_udolpho_4_g,218.0,7
radcliffe_udolpho_36_g,radcliffe_udolpho_12_g,184.0,6
radcliffe_udolpho_36_g,radcliffe_udolpho_47_g,123.0,4
radcliffe_udolpho_36_g,radcliffe_udolpho_54_g,109.0,4
radcliffe_udolpho_36_g,radcliffe_udolpho_35_g,281.0,9
collins_moonstone_67_d,collins_moonstone_66_d,148.0,5
walpole_castleofotranto_4_g,walpole_castleofotranto_1_g,308.0,11
walpole_castleofotranto_4_g,walpole_castleofotranto_5_g,419.0,14
christie_styles_11_d,christie_styles_5_d,425.0,12
christie_styles_11_d,christie_styles_12_d,241.0,8
christie_styles_11_d,christie_styles_4_d,239.0,8
stoker_dracula_12_g,doyle_signoffour_5_d,131.0,4
stoker_dracula_12_g,stoker_dracula_9_g,265.0,8
radcliffe_udolpho_34_g,lewis_monk_4_g,254.0,9
radcliffe_udolpho_34_g,radcliffe_udolpho_50_g,374.0,13
radcliffe_udolpho_34_g,radcliffe_udolpho_13_g,244.0,8
radcliffe_udolpho_34_g,radcliffe_udolpho_48_g,202.0,7
radcliffe_udolpho_34_g,radcliffe_udolpho_22_g,229.0,8
radcliffe_udolpho_34_g,radcliffe_udolpho_10_g,117.0,4
radcliffe_udolpho_34_g,radcliffe_udolpho_12_g,386.0,13
radcliffe_udolpho_34_g,radcliffe_udolpho_54_g,127.0,4
radcliffe_udolpho_34_g,radcliffe_udolpho_35_g,216.0,7
dickens_christmascarole_2_g,dickens_christmascarole_3_g,152.0,5
christie_styles_5_d,collins_moonstone_74_d,119.0,4
christie_styles_5_d,christie_styles_12_d,398.0,14
christie_styles_5_d,christie_styles_8_d,304.0,11
christie_styles_5_d,christie_styles_1_d,126.0,4
christie_styles_5_d,christie_styles_3_d,145.0,4
christie_styles_5_d,christie_secretadversary_15_d,109.0,4
christie_styles_5_d,christie_styles_4_d,577.0,19
lewis_monk_4_g,doyle_scarlet_2_d,158.0,5
lewis_monk_4_g,lewis_monk_10_g,506.0,16
lewis_monk_4_g,lewis_monk_7_g,236.0,8
lewis_monk_4_g,lewis_monk_8_g,681.0,23
lewis_monk_4_g,lewis_monk_5_g,662.0,22
lewis_monk_4_g,lewis_monk_6_g,419.0,13
lewis_monk_4_g,lewis_monk_1_g,452.0,15
lewis_monk_4_g,collins_moonstone_76_d,118.0,4
lewis_monk_4_g,christie_styles_4_d,114.0,4
shelley_frankenstein_42_g,shelley_frankenstein_49_g,118.0,4
radcliffe_udolpho_50_g,radcliffe_udolpho_18_g,253.0,8
radcliffe_udolpho_50_g,radcliffe_udolpho_3_g,169.0,6
radcliffe_udolpho_50_g,radcliffe_udolpho_22_g,166.0,5
radcliffe_udolpho_50_g,radcliffe_udolpho_4_g,275.0,9
radcliffe_udolpho_50_g,radcliffe_udolpho_54_g,140.0,5
radcliffe_udolpho_50_g,radcliffe_udolpho_35_g,152.0,5
radcliffe_udolpho_18_g,radcliffe_udolpho_13_g,118.0,4
radcliffe_udolpho_18_g,radcliffe_udolpho_22_g,430.0,15
radcliffe_udolpho_18_g,lewis_monk_7_g,115.0,4
radcliffe_udolpho_18_g,radcliffe_udolpho_10_g,119.0,4
radcliffe_udolpho_18_g,radcliffe_udolpho_12_g,222.0,7
radcliffe_udolpho_18_g,radcliffe_udolpho_27_g,177.0,6
radcliffe_udolpho_18_g,radcliffe_udolpho_41_g,110.0,4
radcliffe_udolpho_13_g,radcliffe_udolpho_48_g,300.0,10
radcliffe_udolpho_13_g,radcliffe_udolpho_22_g,143.0,5
radcliffe_udolpho_13_g,reeve_oldenglishbaron,114.0,4
radcliffe_udolpho_13_g,radcliffe_udolpho_10_g,181.0,6
radcliffe_udolpho_13_g,radcliffe_udolpho_12_g,366.0,13
radcliffe_udolpho_13_g,radcliffe_udolpho_27_g,112.0,4
radcliffe_udolpho_13_g,radcliffe_udolpho_14_g,144.0,4
radcliffe_udolpho_13_g,radcliffe_udolpho_47_g,154.0,5
radcliffe_udolpho_13_g,radcliffe_udolpho_54_g,123.0,4
christie_styles_12_d,christie_styles_8_d,110.0,4
christie_styles_12_d,christie_styles_4_d,519.0,14
radcliffe_udolpho_3_g,radcliffe_udolpho_4_g,300.0,10
stoker_dracula_2_g,stoker_dracula_1_g,115.0,4
collins_moonstone_72_d,collins_moonstone_66_d,117.0,4
walpole_castleofotranto_1_g,reeve_oldenglishbaron,112.0,4
walpole_castleofotranto_1_g,walpole_castleofotranto_5_g,207.0,6
dickens_christmascarole_1_g,dickens_christmascarole_3_g,197.0,6
doyle_adventures_5_d,doyle_adventures_9_d,209.0,7
doyle_adventures_5_d,doyle_baskervilles_15_u,118.0,4
radcliffe_udolpho_48_g,radcliffe_udolpho_22_g,177.0,6
radcliffe_udolpho_48_g,radcliffe_udolpho_4_g,223.0,7
radcliffe_udolpho_48_g,radcliffe_udolpho_10_g,309.0,10
radcliffe_udolpho_48_g,radcliffe_udolpho_21_g,157.0,5
radcliffe_udolpho_48_g,radcliffe_udolpho_12_g,498.0,16
radcliffe_udolpho_48_g,radcliffe_udolpho_27_g,199.0,7
radcliffe_udolpho_48_g,radcliffe_udolpho_14_g,210.0,6
radcliffe_udolpho_22_g,radcliffe_udolpho_12_g,278.0,9
doyle_scarlet_2_d,doyle_adventures_9_d,108.0,3
radcliffe_udolpho_4_g,radcliffe_udolpho_10_g,254.0,9
radcliffe_udolpho_4_g,radcliffe_udolpho_14_g,149.0,4
radcliffe_udolpho_4_g,radcliffe_udolpho_54_g,150.0,5
radcliffe_udolpho_4_g,radcliffe_udolpho_35_g,118.0,4
christie_secretadversary_11_d,christie_secretadversary_15_d,145.0,5
collins_hauntedhotel_11_u,collins_hauntedhotel_15_u,170.0,3
lewis_monk_10_g,lewis_monk_7_g,521.0,17
lewis_monk_10_g,lewis_monk_8_g,424.0,14
lewis_monk_10_g,lewis_monk_5_g,138.0,5
lewis_monk_10_g,lewis_monk_6_g,309.0,10
lewis_monk_10_g,lewis_monk_1_g,203.0,7
christie_styles_8_d,christie_styles_4_d,191.0,6
lewis_monk_7_g,lewis_monk_8_g,118.0,4
lewis_monk_7_g,lewis_monk_5_g,112.0,4
lewis_monk_7_g,lewis_monk_6_g,364.0,11
lewis_monk_7_g,lewis_monk_1_g,115.0,4
doyle_adventures_2_d,doyle_adventures_9_d,214.0,7
radcliffe_udolpho_10_g,radcliffe_udolpho_12_g,484.0,17
radcliffe_udolpho_10_g,radcliffe_udolpho_27_g,157.0,5
radcliffe_udolpho_10_g,radcliffe_udolpho_47_g,204.0,7
radcliffe_udolpho_10_g,radcliffe_udolpho_54_g,144.0,5
lewis_monk_8_g,lewis_monk_5_g,326.0,10
lewis_monk_8_g,lewis_monk_6_g,316.0,10
lewis_monk_8_g,lewis_monk_1_g,377.0,13
lewis_monk_5_g,lewis_monk_6_g,464.0,15
lewis_monk_5_g,lewis_monk_1_g,404.0,13
lewis_monk_6_g,lewis_monk_1_g,258.0,9
collins_moonstone_62_d,collins_moonstone_66_d,138.0,5
collins_moonstone_62_d,collins_moonstone_60_d,241.0,8
collins_moonstone_62_d,collins_moonstone_65_d,208.0,6
radcliffe_udolpho_12_g,radcliffe_udolpho_27_g,112.0,4
radcliffe_udolpho_12_g,radcliffe_udolpho_14_g,136.0,5
radcliffe_udolpho_12_g,radcliffe_udolpho_49_g,402.0,14
radcliffe_udolpho_12_g,radcliffe_udolpho_54_g,212.0,7
radcliffe_udolpho_12_g,radcliffe_udolpho_35_g,116.0,4
collins_moonstone_50_d,collins_moonstone_49_d,369.0,11
radcliffe_udolpho_41_g,radcliffe_udolpho_54_g,110.0,4
radcliffe_udolpho_47_g,radcliffe_udolpho_54_g,157.0,5
collins_moonstone_66_d,collins_moonstone_60_d,209.0,7
collins_moonstone_66_d,collins_moonstone_76_d,161.0,5
collins_moonstone_66_d,collins_moonstone_65_d,286.0,9
collins_moonstone_60_d,collins_moonstone_65_d,167.0,6
doyle_baskervilles_2_u,doyle_baskervilles_15_u,350.0,11
radcliffe_udolpho_54_g,radcliffe_udolpho_35_g,129.0,4
collins_moonstone_76_d,collins_moonstone_65_d,143.0,5
collins_moonstone_49_d,collins_moonstone_52_d,116.0,4